#,weapon_type,weapon_type_description,firearm_make,firearm_model,firearm_barrel_length,firearm_caliber,total_number_of_shots,firearm_reloaded,number_of_cartridge_reloaded,handgun_worn_type,handgun_drawn_type,method_used_to_reload,sight_used,protective_cover_used,discharge_distance,object_struck_of_discharge,discharge_position,trr_report_id
609,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,21,4.5, 45 ACP,1,No,0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,NONE,true,NO COVER,05-10FT,UNKNOWN,STANDING,103798
610,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,19,4, 9 MM,1,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,false,NONE,10-15FT,UNKNOWN,STANDING,103801
611,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103812
612,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103814
613,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,,103831
614,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103839
615,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103842
616,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103846
617,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103872
618,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103877
619,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103881
620,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,22,4,40 S&W,6,Yes,15,RIGHT SIDE (WAIST),STRONG SIDE DRAW,LT HAND TACTICAL,false,SQUAD CAR,0-5FT,PERSON,STANDING,103890
621,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,23 GEN 4,4.02,40 S&W,6,No,0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,DNA,true,NONE,0-5FT,PERSON,STANDING,103891
622,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103896
623,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103904
624,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103905
625,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103927
626,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,19,4, 9 MM,2,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,true,NONE,10-15FT,NONE,STANDING,103970
627,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,19,4.02, 9 MM,5,No,0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,false,NONE,10-15FT,NONE,STANDING,103973
628,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,103992
629,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,,104011
630,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104011
631,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104012
632,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104015
633,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104023
634,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104031
635,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104036
636,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104048
637,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104060
638,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104087
639,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104091
640,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104095
641,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104096
642,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104100
643,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104101
644,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104109
645,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104127
646,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104128
647,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104155
648,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104158
649,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104162
650,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104164
651,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104167
652,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104168
653,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104243
654,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104247
655,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104248
656,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104299
657,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104308
658,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104311
659,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104312
660,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104353
661,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,19,4, 9 MM,2,No,0,LEFT SIDE (WAIST),STRONG SIDE DRAW,N/A,false,NONE,10-15FT,PERSON,SITTING,104360
662,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104398
663,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104408
664,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104424
665,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104426
666,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104435
667,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104460
668,SEMI-AUTO PISTOL,SPRINGFIELD ARMORY M1A,,XD-45,3.1, 45 ACP,1,No,0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,DNA,false,NONE,0-5FT,PERSON,STANDING,104468
669,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104482
670,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,19,4.02, 9 MM,11,No,0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,DNA,true,DISTANCE,05-10FT,OBJECT,STANDING,104521
671,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,17,4.5, 9 MM,5,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,false,NONE,0-5FT,OBJECT,STANDING,104522
672,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104538
673,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104548
674,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104551
675,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104574
676,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104595
677,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104599
678,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104607
679,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104608
680,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104622
681,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,104627
682,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104631
683,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104665
684,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104670
685,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104672
686,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104673
687,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104676
688,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104679
689,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104680
690,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104683
691,SEMI-AUTO PISTOL,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",,M&P,4.25, 9 MM,5,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,true,NONE,10-15FT,UNKNOWN,STANDING,104689
692,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104690
693,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,,104704
694,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104731
695,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104736
696,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104762
697,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104819
698,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104820
699,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104845
700,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104858
701,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,17,4.48, 9 MM,5,No,,LEFT SIDE (WAIST),STRONG SIDE DRAW,,true,PINNED BETWEEN VEHICLES,05-10FT,PERSON,STANDING,104863
702,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104926
703,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104946
704,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104969
705,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104987
706,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104993
707,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104994
708,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105018
709,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105047
710,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105059
711,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,21,4.61,45 CAL,1,No,0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,false,NONE,OVER 15FT,NONE,STANDING,105065
712,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105096
713,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105100
714,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105104
715,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105106
716,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105107
717,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105131
718,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105183
719,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105188
720,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105197
721,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,105200
722,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105247
723,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105250
724,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,17,4.5, 9 MM,18,Yes,1,LEFT SIDE (WAIST),STRONG SIDE DRAW,TACTICAL RELOAD,true,"SHIELDING AND COVER, TACTICAL RETREAT",OVER 15FT,NONE,STANDING,105260
725,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105290
726,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105294
727,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105295
728,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,105344
729,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105355
730,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105358
731,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105370
732,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105372
733,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105373
734,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105434
735,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,105444
736,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,353787
737,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,354083
738,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,355728
739,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,356653
740,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,357400
741,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,357607
742,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,357711
743,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,360895
744,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,361543
745,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,361650
746,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,362730
747,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,364786
748,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,365125
749,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,366220
750,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,368906
751,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,369507
752,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,370312
753,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,370388
754,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,370573
755,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,376008
756,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,376250
757,OTHER (SPECIFY),,,,,,,,,,,,,,,ANY OTHER COMBINATION,,376278
758,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,376280
759,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,378479
760,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,379343
761,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,379379
762,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,380450
763,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,382088
764,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,383104
765,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,385305
766,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,386607
767,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,387120
768,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,387165
769,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,387183
770,SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,7,No,,,,,,,,SUBJECT,,387472
771,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,387883
772,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,388956
773,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,389387
774,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,393000
775,SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,9,No,,,,,,,,UNKNOWN,,393020
776,SEMI-AUTO PISTOL,,"SPRINGFIELD ARMORY,GENESEO,IL",XD9,,,14,Yes,,,,,,,,UNKNOWN,,393021
777,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,396997
778,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,398871
779,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,398937
780,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,399012
781,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,399105
782,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,401509
783,SEMI-AUTO PISTOL,,GLOCK GMBH,42,,,1,No,,,,,,,,SUBJECT,,401602
784,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,407932
785,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,408005
786,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,409070
787,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,409199
788,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,409847
789,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,409927
790,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,410484
791,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,412105
792,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,412420
793,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,414702
794,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,419131
795,SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,1,No,,,,,,,,OBJECT,,420870
796,SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,1,No,,,,,,,,UNKNOWN,,420877
797,SEMI-AUTO PISTOL,,SMITH & WESSON,M&P,,,1,No,,,,,,,,OBJECT,,420945
798,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,421862
799,SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,3,No,,,,,,,,SUBJECT,,424638
800,SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,3,No,,,,,,,,SUBJECT,,424755
801,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,OBJECT,,426034
802,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,428376
803,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,428380
804,SEMI-AUTO PISTOL,,RUGER,LCP,,,2,No,,,,,,,,NONE,,428917
805,REVOLVER,,SMITH & WESSON,38,,,1,No,,,,,,,,NONE,,428986
806,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,431103
807,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,431570
808,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,432843
809,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,437912
810,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,443588
811,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,444720
812,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,447910
813,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,450937
814,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,451238
815,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,453513
816,SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,4,No,,,,,,,,SUBJECT,,453802
817,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,454969
818,OTHER (SPECIFY),,,,,,,,,,,,,,,NONE,,456570
819,OTHER (SPECIFY),,,,,,,,,,,,,,,NONE,,457517
820,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,460135
821,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,461306
822,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,463983
823,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,465507
824,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,466003
825,SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,1,No,,,,,,,,SUBJECT,,468384
826,TASER (PROBE DISCHARGE),,,,,,,No,,,,,,,,SUBJECT,,468384
827,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,468516
828,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,470775
829,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,472679
830,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,476167
831,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,484383
832,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,484387
833,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,490255
834,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,491766
835,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,493134
836,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,494762
837,SEMI-AUTO PISTOL,,"SAUER, J. P. (SAUER & SOHN)",P220,,,4,No,,,,,,,,SUBJECT,,494815
838,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,495433
839,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,495639
840,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,500033
841,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,503691
842,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,504920
843,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,506720
844,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,508670
845,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,508812
846,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,511615
847,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,516004
848,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,516817
849,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,517688
850,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,520462
851,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,523752
852,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,525082
853,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,531327
854,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,531523
855,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,534118
856,SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,2,No,,,,,,,,UNKNOWN,,534977
857,SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,3,No,,,,,,,,SUBJECT,,535457
858,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,536576
859,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,537310
860,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,537636
861,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,539556
862,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,540813
863,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,541684
864,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,542389
865,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,544108
866,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,544866
867,SEMI-AUTO PISTOL,,"SPRINGFIELD ARMORY,GENESEO,IL",XDM,,,3,No,,,,,,,,SUBJECT,,547133
868,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,549757
869,OTHER (SPECIFY),,,,,,,,,,,,,,,NONE,,549933
870,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,552827
871,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,553664
872,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,553802
873,OTHER (SPECIFY),,,,,,,No,,,,,,,,SUBJECT,,555904
874,RIFLE,,BUSHMASTER FIREARMS,XM15E2,,,1,No,,,,,,,,SUBJECT,,555904
875,OTHER (SPECIFY),,,,,,,No,,,,,,,,SUBJECT,,555911
876,RIFLE,,REMINGTON ARMS CO.,870,,,1,No,,,,,,,,SUBJECT,,555911
877,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,556989
878,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,557130
879,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,558328
880,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,559283
881,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,561086
882,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,562735
883,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,563682
884,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,564089
885,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,564120
886,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,566805
887,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,566806
888,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,566808
889,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,566809
890,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,567525
891,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,567537
892,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,570281
893,SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,8,No,,,,,,,,SUBJECT,,572692
894,SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,2,No,,,,,,,,SUBJECT,,572743
895,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,573591
896,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,576229
897,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,577988
898,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,578076
899,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,578929
900,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,579039
901,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,579111
902,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,579694
903,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,581965
904,SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,5,No,,,,,,,,SUBJECT,,583253
905,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,583540
906,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,586349
907,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,589844
908,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,592517
909,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,594419
910,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,597295
911,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,598638
912,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,599653
913,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,599671
914,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,599947
915,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,599956
916,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,600128
917,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,601331
918,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,602255
919,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,602285
